RefSeq-Accn	Assigned-Molecule	FR-Run	FR-Par	FR-Lez	CN-Lia	CN-Bei	FR-Cor	ES-Bar	DE-Jen	DE-Dos	JP-Tok	JP-Sap	CN-Shi	US-Wis	US-Wat	CN-Nin	US-Sok	US-Sdi	US-Nca	US-Haw	US-Col	BR-Pal	IT-Tre	California-CA	Wisconsin-WI	Hokkaido-HK	Jena-JN	Kanazawa-KZ	Montpelier-MT	Trento-TR
NW_023497192.1	na	6.91822	11.9047	6.71161	10.1563	13.4896	6.66434	10.207	8.83938	13.1662	7.92205	13.459	9.298	9.27953	5.60838	8.151	8.39999	13.4985	5.54761	6.54018	11.7357	8.95508	10.7157	12.4663	6.36709	53.2825	52.1507	69.7544	51.8209	39.784
NW_023497194.1	na	0.771208	2.23907	0.849871	2.37121	1.72031	0.894087	1.52391	1.06838	3.76864	1.45553	3.3928	1.60514	0.925964	0.547044	1.15887	1.53213	2.24113	0.230848	0.578406	1.75887	1.03445	1.48483	3.55064	2.23033	34.8355	29.7414	57.8853	28.8	12.8658
NW_023497193.1	na	24.1198	25.9728	26.0796	18.8195	26.4931	26.1388	25.016	24.0722	24.4129	23.1122	28.9249	17.4855	30.6799	20.4081	15.1434	29.861	38.0675	23.6455	31.0422	29.7819	25.8747	24.3901	27.243	13.7776	30.8112	20.9058	41.4791	45.3661	40.3208
NW_023497196.1	na	12.1832	12.9368	11.1572	8.1274	16.3453	15.3522	9.72429	10.1729	11.5085	12.1764	10.3587	6.14974	12.5269	5.74632	8.92426	8.13247	7.01394	8.38441	8.34416	10.9005	8.02599	14.0767	18.9837	14.0214	12.9469	24.1884	33.756	36.8224	36.4449
NW_023497188.1	na	108.163	112.856	77.2503	84.2896	85.355	91.9472	114.18	102.502	179.941	94.9548	149.995	98.4328	125.254	80.7885	98.8599	119.354	74.5544	81.5029	97.8214	97.0755	108.518	143.976	74.3556	60.7777	131.831	209.05	264.52	162.83	155.655
NW_023497197.1	na	1.6497	3.67068	2.57327	3.8225	4.69964	2.01659	4.27443	2.52206	3.78261	2.92014	5.54631	4.62314	4.59896	2.98333	2.57168	4.52756	5.11496	2.16649	2.71504	4.2517	4.44795	3.73402	4.00606	2.99458	16.0363	10.5994	21.8649	17.5008	11.6947
NW_023497167.1	na	499.781	417.015	201.379	643.965	200.162	322.16	579.709	790.01	1711.86	673.082	770.06	499.677	949.545	464.072	418.975	900.301	632.212	389.781	685.54	998.885	147.442	1211.74	857.682	1212.89	475.269	1376.75	1355.87	1040.96	933.975
NW_023497199.1	na	8.41469	10.4353	8.39016	10.9139	10.8573	7.28635	15.8353	8.63042	11.3344	8.03574	17.0283	11.115	16.9217	11.8888	6.39873	13.5014	8.98153	10.6607	6.89903	13.6103	11.4617	9.60034	4.96346	7.28629	19.1838	7.10044	19.7934	11.5364	25.7598
NW_023497198.1	na	7.44192	11.7523	8.94422	6.27058	7.30316	10.1765	10.6056	8.71153	11.9445	11.1074	11.8928	5.1653	16.4554	8.87809	4.95392	11.184	12.0076	11.9277	14.0145	13.9585	11.5503	9.83305	8.43825	6.45187	14.2581	4.81221	14.2728	14.2899	15.8199
NW_023497202.1	na	3.55372	7.74396	5.81601	5.65014	7.19868	4.77271	5.85471	5.8048	6.34741	7.60952	9.11824	5.6371	12.6403	7.84984	4.74352	8.94291	9.63005	9.73762	9.15587	12.1623	9.42543	5.06155	5.15418	3.00054	11.8468	2.05401	7.46788	5.43021	7.61621
NW_023497200.1	na	19.9312	19.8963	20.9743	16.0118	22.0889	19.2225	19.6303	19.5956	19.9439	17.6344	23.1312	15.5943	23.4563	16.9282	13.7651	17.0371	23.4198	18.698	25.8162	20.4495	18.7948	19.9103	11.0025	7.85823	24.4914	6.92459	23.6153	27.8581	28.9738
NW_023497201.1	na	39.0772	43.3581	40.0036	39.064	48.1236	38.7598	47.3719	41.7359	53.7128	39.8824	58.8424	40.8267	51.3891	39.1197	35.4597	45.3663	42.304	36.4247	48.212	48.2756	40.8192	49.0304	21.5845	15.7051	46.1158	18.254	38.7135	37.4092	56.9755
NW_023497037.1	na	30.1228	32.6676	27.9546	27.861	36.5121	30.9651	35.5485	29.9369	37.9776	28.2716	40.7631	28.8925	36.2319	27.5921	25.476	32.5905	30.3496	27.2622	35.376	33.3769	28.4146	36.1222	19.0794	13.1539	36.702	19.3397	42.29	43.3389	49.6894
NW_023497203.1	na	1.34909	2.02739	1.29624	1.75302	2.50162	1.79324	2.59917	1.95529	1.89286	2.14943	2.36889	1.34826	1.87527	2.22891	1.95357	1.93481	2.55812	1.5593	2.08079	1.57254	1.79338	1.71756	1.09107	0.762263	3.74791	1.08713	2.31521	1.72287	3.72335
NW_023497205.1	na	2.45945	2.94746	2.54565	3.09746	2.71058	3.0035	3.67486	2.89302	3.78139	3.07226	4.05064	2.45306	3.35232	2.9802	2.55638	3.2544	2.94403	2.75634	3.41917	3.03031	2.20049	3.64121	1.20559	1.62301	5.15008	2.38582	4.67867	4.48169	6.35582
NW_023497207.1	na	0.0579432	0.039716	0.0253262	0.0470069	0.0629317	0.085188	0.0959325	0.0673446	0.0548734	0.117997	0.210284	0.0558327	0.0159248	0.00402916	0.0533384	0.156178	0.027053	0.0429777	0.0470069	0	0.0120875	0.0422103	0.659632	0.635649	1.15388	1.81658	3.23388	1.10073	0.52782
NW_023497209.1	na	6.07017	5.42198	5.91408	6.8817	9.91986	6.34299	7.48344	6.45011	7.43306	4.57734	7.72597	6.95602	4.59413	4.24663	5.80643	5.97927	4.33223	3.2408	5.91209	4.64646	4.12014	8.12665	2.67491	1.56889	7.49961	2.85157	6.25172	7.50811	12.9407
NW_023497208.1	na	5.38943	3.44379	4.71974	9.04158	13.3045	4.80209	6.29652	4.93589	4.63159	5.72764	8.58897	10.3957	5.00012	7.72555	7.66551	8.03124	6.08293	4.29524	4.41893	6.34994	3.43531	6.69663	3.49686	2.12195	10.7714	3.89094	10.5552	7.94936	14.8253
NW_023497210.1	na	7.66407	8.13458	7.43136	6.16944	9.67696	8.01448	8.30036	7.154	8.50442	7.49121	9.53243	7.09136	9.33323	6.06908	5.24369	8.4803	6.54333	6.51651	9.19546	8.57923	6.55901	8.58862	6.14326	2.93538	10.8174	5.22236	15.7169	15.7526	16.0251
NW_023497211.1	na	5.91274	6.40609	5.85844	6.08103	7.39166	6.81358	7.12763	6.48751	7.27048	6.35117	9.09192	6.52406	7.33331	6.04672	5.64333	6.83413	7.53552	5.2839	8.07058	7.12752	6.04481	6.65018	5.85636	4.31793	10.1581	7.73497	14.7366	13.4426	12.1129
NW_023497213.1	na	2.62923	2.63774	2.88356	2.62381	3.01852	2.43106	2.76193	2.80062	2.56684	2.32719	3.79934	2.00399	3.54629	2.68335	1.69494	2.77743	2.96816	3.01558	3.14474	2.98367	2.07685	3.33464	3.53876	1.40689	4.89222	3.57685	7.60748	6.86023	5.75771
NW_023497212.1	na	24.2277	23.7932	21.3132	21.5168	31.0626	21.9127	29.6939	23.2051	34.8206	21.0148	31.9495	24.3613	28.8031	22.7455	21.437	25.5939	21.9264	19.4271	26.7579	26.9856	24.1218	28.1031	14.0385	12.4131	28.2562	22.3413	39.8973	34.2058	41.0705
NW_023497215.1	na	3.09753	2.89663	2.60337	2.10254	3.13523	2.61623	2.65931	2.32924	2.42461	2.77031	3.0626	2.23837	3.24742	2.29776	1.47158	2.36223	3.21631	2.36477	3.02147	2.97255	2.34757	2.86208	4.19177	1.68646	4.03785	4.12782	8.98123	8.4074	6.83859
NW_023497214.1	na	34.502	18.0773	26.5267	20.6319	26.4972	20.4466	20.3036	20.1904	19.1093	20.0978	24.6684	17.4955	17.1983	25.3605	16.825	17.3704	21.9429	20.3611	28.2967	18.4104	16.7203	16.5855	8.036	8.0872	28.2054	9.33089	27.3537	24.5733	24.8185
NW_023497206.1	na	80.7245	102.125	79.3799	84.6429	103.337	69.5012	109.972	95.7994	163.607	84.3768	138.76	90.0716	129.008	84.7873	72.1316	115.278	94.2607	77.8982	122.529	126.163	105.969	104.927	56.3412	61.1889	97.1933	101.606	174.523	108.005	132.759
NW_023497216.1	na	18.5544	28.2453	21.9841	18.2048	21.899	20.3382	27.2641	25.312	39.0191	25.6323	35.0942	18.7663	41.3637	27.6499	16.5388	33.1163	31.0955	28.0691	39.7023	40.2678	37.2738	25.1312	14.8364	13.7318	26.2139	19.0857	43.0128	27.9639	29.7575
NW_023497218.1	na	23.7794	14.8853	24.2782	13.1437	19.5113	17.4677	17.893	18.8877	18.011	14.5899	17.3617	11.459	22.3469	22.8939	12.662	15.581	22.076	20.8946	23.0368	22.0755	13.109	13.7223	9.98041	9.29689	20.1768	8.81054	27.0469	31.6089	22.8606
NW_023497219.1	na	6.5822	6.70003	6.24859	5.61319	7.75206	5.49557	8.07511	5.76584	7.16865	6.65192	8.69195	5.7382	7.52651	7.827	5.44997	9.66252	5.81518	5.81201	9.50326	6.25772	5.98266	7.31327	2.78553	2.10371	8.83091	2.23763	6.08228	6.1078	12.0692
NW_023497217.1	na	5.49954	6.46746	5.81741	4.54184	5.45821	6.51307	7.34171	6.09739	9.40928	6.46801	8.02228	4.11539	9.21403	5.71113	4.39823	6.72903	6.49245	7.14154	9.05551	7.92507	7.26977	6.50469	3.36044	2.94302	8.32252	3.23088	7.76162	7.19893	9.52642
NW_023497220.1	na	6.39128	9.11744	7.05694	4.55914	5.68953	7.39876	7.74985	6.61103	9.10189	7.38279	9.07345	4.04637	11.6578	6.57078	3.60533	7.66008	8.99757	9.59007	9.56056	9.99382	7.92103	6.87721	5.93047	3.80489	10.8659	3.43023	10.0595	10.6991	12.2842
NW_023497223.1	na	1.11736	1.18448	1.1558	1.30705	0.729407	0.8665	1.48845	1.09235	1.43725	0.944253	1.39793	0.909484	1.43857	1.08355	1.80056	0.786914	1.92753	1.23685	1.07614	1.49857	1.59576	1.31629	2.11986	1.83327	3.70183	2.74239	5.45837	5.32201	3.88638
NW_023497221.1	na	20.3549	15.6574	18.916	12.8952	18.5552	16.4353	17.4347	16.3546	16.5444	13.6097	17.1096	11.6696	16.2554	15.2858	10.4168	14.2973	19.6721	14.706	19.9699	15.9333	14.1669	14.1313	10.5438	7.79246	17.7868	7.93653	24.0537	26.5494	23.3734
NW_023497224.1	na	17.4542	13.9121	17.1886	11.1262	15.5934	15.7087	16.7533	14.6973	16.132	13.5678	15.806	10.8218	15.7128	10.9685	10.5151	12.058	15.1106	13.5733	18.5414	13.8789	12.064	15.8536	7.7297	6.74472	19.1716	7.56298	20.2131	22.3435	22.4921
NW_023497226.1	na	3.0884	2.11793	2.07781	3.10798	3.83121	2.76972	3.09582	2.82284	3.07818	2.03464	4.11593	3.9523	1.82784	2.329	3.44746	2.96104	2.3031	1.62588	2.11267	1.89412	1.99505	4.02622	1.29588	1.14842	2.93693	3.26429	4.58003	5.3101	4.6371
NW_023497225.1	na	5.99732	4.3994	4.53441	6.68552	10.2996	6.03558	6.59801	5.12184	5.58279	4.70697	8.50995	8.5281	3.9183	6.54081	6.71868	5.54817	5.38702	3.488	3.79181	4.69343	3.43352	7.21053	2.62427	1.99578	6.25769	2.74766	4.95639	5.53358	10.5069
NW_023497227.1	na	9.0099	10.9195	8.67745	9.43295	13.1525	9.47241	10.6486	9.68913	11.7394	9.79567	13.6877	9.55356	12.5353	10.635	8.6791	13.5269	12.6403	9.04057	13.4118	12.3714	10.2421	11.3255	6.77449	4.17836	15.8409	4.88853	14.2753	15.3604	17.8414
NW_023497228.1	na	0.643352	0.695305	0.839234	0.688474	0.901097	1.22157	0.866558	0.735328	0.825572	0.610545	1.19059	0.850202	1.38137	1.05311	0.458245	0.847508	1.31028	0.475755	1.36358	0.974312	0.422551	1.32798	0.496536	0.400423	1.81499	0.558976	1.51078	1.24841	2.49962
NW_023497229.1	na	1.93606	1.40825	1.42598	1.44528	1.91108	1.35811	1.60145	1.59167	1.43008	1.24867	1.52826	1.21067	1.33916	1.49926	1.0235	1.42143	2.42056	1.46187	2.31094	1.37191	1.42344	1.37794	0.567298	0.616124	1.92541	0.434361	1.16351	0.979736	2.48257
NW_023497230.1	na	0	0	0.327273	0.455303	0.184091	0.174242	0.0893939	0.0787879	1.1303	0.168939	0.626515	0.162879	0.274242	0.173485	0.534091	0.0863636	0.184848	0.136364	0.178788	0.423485	0.257576	0.262121	1.43333	0.384848	12.728	13.7636	16.65	10.7924	4.59394
NW_023496817.1	3R	68.2847	49.5476	62.3094	46.7428	64.5607	52.0033	54.8611	53.9242	55.1274	48.8305	60.8289	43.4026	53.9448	53.8342	41.2139	47.2909	66.81	50.4276	65.8908	53.5858	51.6228	47.4453	31.9972	26.2434	66.2412	26.708	75.5886	72.6378	71.498
NW_023497233.1	na	13.3838	14.5561	12.6923	11.5193	16.7678	14.4604	14.7076	12.7416	15.0166	13.3461	17.3889	12.5152	16.762	12.5672	9.46262	15.1882	15.7301	12.7518	15.5468	15.2964	12.2901	14.6182	11.3374	6.42922	20.8965	13.6807	24.1563	21.532	24.5191
NW_023496921.1	na	43.0855	41.9331	40.1188	36.1106	49.9346	41.4404	45.8558	40.1065	45.0279	38.2999	50.7541	35.8894	46.2138	38.1052	31.3452	40.9305	49.4097	36.6898	47.8732	44.0995	36.9741	44.4713	27.9957	18.5094	50.9024	22.7706	54.5617	56.0296	66.4244
NW_023497234.1	na	11.9621	12.3479	10.9394	9.70706	12.2106	11.7851	12.963	12.8002	15.4424	10.6329	13.6442	9.86113	13.7412	10.8162	9.92993	12.3761	13.2555	10.7158	12.9998	13.8613	13.367	13.3195	7.43935	5.74507	12.753	8.43792	17.3321	22.8405	16.0571
NW_023497236.1	na	0	0	0	0.170882	0	0.156528	0.147642	0.165414	0.420369	0	0.165414	0	0	0.168831	0.270677	0.794942	0	0.339713	0	0.328093	0.169515	0.293917	0	0.239234	0.125769	0	0.838688	0.645249	0.200957
NW_023497235.1	na	4.61232	11.12	7.43026	5.79139	6.97448	6.79241	7.47976	7.18815	8.98655	11.2756	11.9879	5.91168	16.8942	10.8141	5.40773	11.9244	13.3824	13.198	13.7788	15.4154	11.7091	6.473	9.56683	6.9353	13.172	3.55917	13.7856	12.5209	9.23956
NW_023497232.1	na	78.6222	93.076	73.2533	73.6098	111.374	76.6648	86.3972	89.2432	129.232	77.6513	100.256	86.2338	115.216	55.0041	82.5159	61.1043	57.998	67.5331	60.1469	123.761	101.416	105.95	51.4155	58.8913	77.3549	114.266	137.791	124.486	146.541
NW_023497238.1	na	2.90372	2.23624	2.17037	3.67983	4.97085	2.72695	3.15897	2.56358	2.48975	2.26248	3.95615	4.33896	1.60579	3.12948	3.55106	3.00553	2.69132	1.58038	1.65273	2.16759	1.54627	3.62362	1.86922	0.77394	3.35319	2.30333	5.30694	4.70594	5.64342
NW_023497237.1	na	12.7475	11.1262	11.4052	11.1867	13.7425	11.796	12.1581	12.6577	13.5254	9.434	13.4346	10.2584	12.6778	8.92186	9.44554	8.55125	14.5416	10.1172	11.5755	13.4957	12.3969	11.2631	8.79001	6.78845	15.4184	6.03472	13.1601	15.7072	18.0553
NW_023497240.1	na	1.72951	1.34031	1.04897	0.897102	1.65574	1.51302	0.719278	1.08415	1.44871	0.907717	1.05765	0.74291	1.4219	0.678444	0.888501	1.06764	1.7801	1.03905	1.25345	1.10367	0.8947	1.45057	2.42864	2.01666	3.70293	5.60522	5.11375	5.41756	5.22152
NW_023497242.1	na	14.6758	11.5626	13.3039	10.4874	14.7028	12.0902	12.9895	11.7282	14.2956	11.7613	15.2174	10.2579	15.0925	11.9565	8.9078	11.9838	17.0625	10.4598	14.0125	14.0197	12.1792	13.0835	9.13989	5.99447	18.437	8.62927	15.3358	16.1107	21.4609
NW_023497239.1	na	10.9895	6.66801	7.89731	9.34206	14.2879	8.78653	10.1768	8.33611	7.6969	6.93755	10.6	11.6142	4.3636	8.11805	8.55976	7.51489	7.19313	4.25406	5.75492	4.80749	4.37553	10.9068	4.00583	2.62159	9.13333	6.62952	11.8423	14.2605	16.3823
NW_023497118.1	na	26.8132	29.2494	25.773	24.1915	32.3193	27.3001	30.5746	26.7354	32.4649	26.4279	34.8819	24.429	33.8622	25.8358	21.4537	29.2495	30.3415	26.1321	33.2737	31.6047	26.4985	30.515	18.129	12.571	34.3758	15.3866	36.5923	38.2306	44.246
NW_023497244.1	na	3.13257	4.16311	3.58592	2.76626	3.47218	3.94499	4.09144	3.73436	4.6055	3.6856	4.81712	2.58735	5.36935	3.55848	2.02905	3.93427	3.99839	3.78887	4.97101	5.33577	4.10947	3.54956	2.25802	2.366	5.67012	1.32425	4.79123	5.10569	6.72383
NW_023497243.1	na	5.45495	3.24714	3.76296	8.32359	12.5946	5.22133	5.25976	4.84979	4.31382	5.0122	8.58987	9.55028	3.54068	6.64545	7.20463	6.27308	4.56834	2.69546	2.51033	4.11986	3.01608	6.74238	2.11862	1.00487	7.04527	2.27786	6.68915	6.33847	10.5201
NW_023497245.1	na	9.89184	8.47086	7.61192	10.1608	13.5557	9.13139	9.69807	8.29878	11.2981	8.14443	12.2187	10.5567	8.7423	7.66906	9.02993	8.60133	8.14276	6.84048	9.82508	8.0662	6.19264	11.1131	3.84345	3.07976	11.264	4.30788	10.2296	10.3226	16.5037
NW_023497246.1	na	9.49005	11.5671	9.60488	5.605	6.82236	10.3849	12.0058	9.78648	13.7325	9.15063	11.1181	5.10448	14.3351	7.58795	4.89084	10.6084	10.2276	9.95333	13.2343	12.4205	10.6004	11.6012	7.13906	4.2136	13.1401	5.87248	16.0376	19.8999	18.2305
NW_023497247.1	na	7.46958	8.71611	7.43909	6.62709	8.81804	7.62452	8.9801	8.29326	11.7642	7.94095	11.2521	8.09589	10.3527	7.35969	7.74223	9.36297	9.16624	8.26804	12.322	8.85205	9.82054	9.57131	6.33119	5.6208	11.1379	8.5758	16.0965	13.0241	11.3942
NW_023497248.1	na	25.4555	29.5167	25.8062	23.6687	28.7375	25.872	30.9879	28.5162	38.5177	24.6132	34.534	25.0579	36.0998	24.6248	22.1602	28.1958	27.0896	28.111	32.4866	30.9605	29.3469	31.5595	16.1457	11.8676	33.4552	19.0707	36.6643	33.8311	40.9317
NW_023497249.1	na	47.8279	171.086	67.7255	57.9846	54.7149	27.3919	47.9333	42.717	77.0345	87.4236	193.136	69.8389	53.5858	32.3843	58.6832	58.3527	57.7089	18.3548	29.5156	50.9301	37.5711	71.8283	57.1434	80.1153	150.083	172.976	218.357	132.262	37.1058
NW_023497251.1	na	3.0021	3.96484	2.85056	2.10892	3.28416	3.84789	3.70724	2.45156	3.25148	3.20199	2.51022	2.16835	1.68966	1.47028	2.65928	2.02064	1.41429	1.78502	2.78273	1.69578	1.85381	4.34779	0.952417	0.775655	1.64495	3.71489	3.31932	3.7682	3.76495
NW_023497076.1	na	37.6138	39.9931	34.1104	33.6749	45.9201	37.3834	43.3259	36.3584	43.4118	35.4786	48.1414	33.9987	44.1041	34.2068	29.9658	38.9859	41.9755	33.3442	42.7585	41.2113	33.0411	42.8694	23.8132	16.9356	47.3053	21.696	49.6266	51.4156	64.1679
NW_023496819.1	3R	66.7391	50.5889	61.4815	46.3537	64.697	52.6382	54.9495	53.7394	54.4462	49.2472	61.2688	43.437	54.4995	53.0666	41.1982	47.3304	67.0632	50.0498	65.822	53.9737	51.2192	49.1088	33.3079	25.8334	64.1729	26.2504	77.9755	75.3583	72.5463
NW_023497253.1	na	5.5268	5.90399	4.41966	4.34678	6.28732	5.54965	6.00407	5.12485	6.01014	4.46663	7.29831	4.95289	6.46884	4.82211	3.56385	5.86744	5.86273	5.33129	6.32343	6.41545	5.13877	6.2215	4.54751	2.69305	7.99036	3.0696	8.31473	9.35627	9.8845
NW_023497250.1	na	16.4392	13.5402	14.6906	13.1713	18.6147	14.8412	17.3965	15.3276	15.9887	15.7259	17.5577	13.294	15.2627	13.0041	24.1663	13.0367	15.3875	12.2387	16.7659	14.2934	12.9605	16.4984	9.60027	7.44518	17.5002	11.6141	19.5011	21.1029	25.5951
NW_023497252.1	na	6.72268	7.54868	6.41147	6.52203	10.4621	7.0038	8.73196	6.72706	8.26392	6.36503	9.05145	6.76658	7.96021	6.79999	5.91752	8.82595	7.70547	5.65602	9.17647	7.14708	6.91224	9.09003	4.55185	2.92538	10.1809	3.34398	6.5728	7.43902	14.188
NW_023497254.1	na	11.7522	10.4001	11.5972	8.01425	11.251	10.4204	10.2102	10.139	9.97403	10.0116	13.4914	7.01135	9.92405	11.5655	7.23839	13.1503	13.3679	10.1589	16.1243	10.2203	8.84489	8.922	8.59986	4.98197	15.2318	6.70687	20.8567	20.7977	16.2604
NW_023497255.1	na	6.92063	9.54939	8.71074	5.12245	7.13867	8.23504	10.4195	8.63679	10.1408	8.4269	9.51094	4.59046	13.714	9.52761	5.02632	10.8908	11.6456	10.7241	12.4704	13.0213	10.8964	8.63246	5.62999	4.06931	8.90688	2.86434	7.89495	8.53993	12.8327
NW_023497257.1	na	32.3969	24.3443	31.0446	22.5612	31.3361	25.8833	26.4353	27.2913	25.4483	22.9773	27.5994	19.7903	25.4831	25.8432	20.4079	22.3192	30.7014	24.6219	31.3477	25.2332	24.6408	23.4756	12.3082	11.5912	31.6854	9.46142	24.0036	27.2292	34.7029
NW_023497258.1	na	0.204912	0.136881	0.158903	0.158248	0.77323	0.270405	0.161195	0.418093	0.277364	0.407286	0.355137	0.151208	0.878428	0.328612	0.537208	0.261482	0.274171	0.492837	0.603438	0.394351	0.580352	0.257061	0.372247	0.690872	0.35833	0.198035	0.284404	0.234056	0.326484
NW_023497256.1	na	29.6518	27.3253	29.3779	17.7939	24.874	21.5897	25.4494	27.6858	28.0325	29.0943	36.8758	16.8834	27.6859	24.9202	15.6214	25.814	34.6169	28.3867	34.1776	27.5715	21.6624	20.9051	13.9211	13.1503	39.5396	11.1058	34.9122	38.4085	29.6726
NW_023497260.1	na	6.44454	8.39078	6.78165	7.16944	10.6571	8.02758	9.98983	7.56881	9.50021	6.28849	9.39839	7.93943	8.05581	5.98399	6.13836	6.23044	6.54991	6.01279	8.34276	7.65813	6.87405	9.29077	5.37491	3.25545	11.0917	8.97541	14.7521	16.8624	16.3125
NW_023497261.1	na	15.3749	12.9072	11.6634	11.5519	14.4679	12.1546	13.6259	13.2208	13.5797	10.3053	15.5106	10.6841	14.3887	11.6387	10.2699	11.6875	13.2065	11.5571	13.7961	14.2167	12.1025	12.1422	5.69859	4.54179	16.0119	4.88577	10.0149	10.9994	17.5214
NW_023497102.1	na	45.2498	46.3491	41.8622	40.0292	53.5579	43.7776	49.4074	42.9808	50.1399	40.5921	55.8078	40.3372	50.4484	41.0178	34.9949	45.4825	51.8729	38.3352	51.4241	48.0802	40.5161	49.1724	28.1163	19.1219	57.2263	27.1196	58.7919	58.7071	73.3013
NW_023497264.1	na	4.72149	6.32118	6.40477	5.68745	6.30055	4.69137	6.68067	4.54985	7.24488	5.93133	9.70728	5.75698	7.25316	5.48564	4.59207	7.39132	6.81561	4.49121	5.78082	6.32364	5.60075	7.03122	4.72364	2.93509	9.7493	4.3369	10.4636	9.15045	9.70668
NW_023497265.1	na	5.20412	6.45689	5.77277	6.54735	9.23995	5.28921	7.80761	5.5827	7.45767	6.43792	9.05479	7.40696	7.06063	6.26781	6.11139	7.63243	6.38742	4.38954	7.40996	7.11051	5.85397	8.09309	2.76724	2.38819	11.0743	3.46552	6.82467	4.98284	12.585
NW_023497263.1	na	16.8556	32.9298	21.0382	38.9685	45.0899	20.7935	28.6627	23.9924	39.764	34.959	55.7524	41.3445	41.2013	30.1809	32.9333	44.1828	41.9251	23.2875	35.5194	42.1846	32.8021	31.1714	17.2968	10.3074	87.7874	38.7981	102.08	63.5197	60.9258
NW_023497262.1	na	9.79399	8.22922	10.0876	7.41559	10.9603	8.16444	8.06891	7.57567	7.00874	8.16233	10.4346	7.50399	7.94307	8.33147	6.06585	8.09995	13.136	7.45007	11.0929	7.72419	11.2774	7.75721	6.57407	3.72151	12.5775	3.1325	12.5945	14.8718	14.9377
NW_023497267.1	na	58.5068	40.5848	37.2004	40.0307	38.6837	36.6733	65.1653	39.2135	81.5009	44.2362	79.6194	54.7741	44.7096	43.9884	33.8439	61.5097	28.1181	29.122	43.2763	38.4459	42.6852	52.8444	20.385	28.4289	84.2185	82.4837	158.531	80.4411	108.382
NW_023497270.1	na	12.4916	20.2455	15.9827	12.237	14.1911	13.2514	18.6833	17.4024	24.217	17.4262	24.9553	12.4689	27.9735	18.482	10.6517	23.1592	20.1119	19.7422	26.6982	25.8767	25.3123	14.4383	10.2308	9.99	17.16	12.8069	30.5342	19.1589	18.0943
NW_023497266.1	na	5.75062	9.59209	7.28229	4.85506	5.45895	7.70504	9.11392	7.63135	10.2191	8.74688	10.1935	4.72769	13.8886	8.1473	4.23352	10.1145	9.9779	10.4172	10.9465	12.3232	10.7299	7.41785	8.16121	5.3325	10.3489	5.69501	15.0765	12.3786	9.81493
NW_023497271.1	na	2.08516	3.71612	2.47796	1.91606	2.43538	2.10209	4.3322	2.55166	4.2574	1.19995	3.0045	2.01051	6.61881	2.40439	1.63832	4.70916	2.11778	4.35171	1.14631	6.19285	6.2585	1.88112	1.87171	3.08189	2.66726	1.44602	2.56517	3.22601	4.57486
NW_023497272.1	na	35.7419	45.6686	34.0093	34.7103	53.3588	33.5456	43.6631	41.231	64.3646	37.7308	50.5664	43.0479	59.6373	26.25	44.5081	31.2114	27.4778	35.6441	32.9014	62.6809	48.8227	49.8057	31.3361	42.125	41.7338	64.0105	79.5208	61.5713	67.4747
NW_023497269.1	na	6.99335	5.80663	5.48971	6.78125	9.92754	6.72162	8.23346	6.56669	7.4447	5.41535	8.71946	7.81664	4.78134	5.81811	6.58715	6.02999	5.57873	3.88741	5.52665	5.25685	4.09796	8.50214	3.1163	1.50257	8.51124	5.9688	9.34596	10.5433	14.4364
NW_023497274.1	na	1.06772	1.69045	1.23719	1.01393	1.44035	1.32727	1.54216	1.46492	2.1821	1.6952	2.00589	1.24342	1.98766	1.27541	1.21992	1.95646	1.85675	1.84627	2.29336	2.11234	2.30502	1.76219	1.18442	0.968801	1.7614	1.64039	2.61078	2.69588	2.31074
NW_023497273.1	na	36.7323	50.9767	38.0318	31.2918	41.5594	36.2018	50.5254	42.5844	66.566	47.1669	60.6175	35.3524	75.4997	50.6523	27.4794	57.7418	52.2683	47.9491	56.877	70.7068	61.7212	46.6593	30.2452	25.7071	46.3858	31.9235	70.7898	55.2697	56.1848
NW_023497005.1	na	33.7242	38.1736	30.9223	31.9555	42.3817	35.0481	41.064	33.6632	42.3144	33.2499	47.0816	33.2428	42.0288	31.4033	28.6513	37.2839	35.8262	31.0348	39.3443	38.636	30.9104	41.6615	22.4981	15.1075	44.0896	22.2367	50.6512	53.023	61.0351
NW_023497044.1	na	40.5423	41.3872	37.3382	35.4992	47.8536	39.0503	44.2676	38.6403	44.1144	36.806	49.6367	35.1153	45.0478	36.4958	30.6789	39.931	48.5751	33.7288	44.8216	42.7219	34.9483	43.7198	27.4283	18.3128	52.0144	24.6059	57.6304	58.0196	68.038
NW_023497278.1	na	2.7244	7.49111	3.9916	4.32931	4.2855	3.62156	5.55232	5.66432	10.3157	4.61961	8.23937	4.01515	7.52464	4.55997	3.65929	7.31468	8.14808	4.01005	4.9937	7.85417	7.60273	6.2834	2.64196	2.33163	17.7582	13.1656	25.5068	17.3324	14.5415
NW_023497275.1	na	65.9733	84.1406	67.5254	65.0067	79.4759	59.8252	87.3016	79.0375	137.103	68.7071	115.633	69.6837	103.662	70.5532	59.704	91.2723	78.377	68.7868	108.062	101.854	89.8336	85.5857	45.8091	54.4005	72.3502	79.9024	137.31	81.2616	92.4338
